,tweet,lemma
0,so happy&impressed that women feel more comfortable shedding light on experiences  harassment. this change was long awaited. metoo,"['happy', 'impressed', 'woman', 'feel', 'comfortable', 'shed', 'light', 'experience', 'harassment', 'change', 'long', 'await']"
1,metoo,[]
2,metoo,[]
3,its ok to be angry. dont let some guys uncomfortableness stop you from telling your story. metoo,"['angry', 'let', 'guy', 'stop', 'tell', 'story']"
4,i hate to see my heroes fall but men need to know this is not ok behavior.  metoo,"['hate', 'see', 'hero', 'fall', 'man', 'need', 'know', 'ok', 'behavior']"
5,"i think its about time that we stop calling horny men ""dogs"" because thats insulting to dogs. metoo","['think', 'time', 'stop', 'call', 'horny', 'man', 'dog', 'that', 's', 'insult', 'dog']"
6,change never happens by remaining silent metoo,"['change', 'never', 'happen', 'remain', 'silent']"
7,contrast this to statements from every other man caught up in a metoo situation …,"['contrast', 'statement', 'man', 'catch', 'situation']"
8,aly raisman is standing in solidarity with the metoo movement.  pic.,"['aly', 'raisman', 'standing', 'solidarity', 'movement', 'pic']"
9,alyssa milano is happy the metoo campaign has given women a voice & wants it to be more than a hashtag movement.,"['alyssa_milano', 'happy', 'campaign', 'give', 'woman', 'voice', 'want', 'hashtag', 'movement']"
10,"ellen degeneres has joined the metoo movement: ""i think its important to speak out and not be shamed by anyone.""","['ellen', 'degenere', 'join', 'movement', 'think', 'important', 'speak', 'sham', 'anyone']"
11,alyssa milano is happy the metoo campaign has given women a voice & wants it to be more than a hashtag movement.,"['alyssa_milano', 'happy', 'campaign', 'give', 'woman', 'voice', 'want', 'hashtag', 'movement']"
12,"ellen degeneres has joined the metoo movement: ""i think its important to speak out and not be shamed by anyone.""","['ellen', 'degenere', 'join', 'movement', 'think', 'important', 'speak', 'sham', 'anyone']"
13,metoo,[]
14,why metoo can make a difference and give  to someone who needed to be able to say it. …,"['make', 'difference', 'give', 'someone', 'need', 'able', 'say']"
15,certain people’s presence just gives creepy vibe. as women we know tht feeling. sometimes sexual predator hide in sheep cloth but we know when they come out. metoo,"['certain', 'people', 'presence', 'give', 'creepy', 'vibe', 'woman', 'know', 'tht', 'feeling', 'sometimes', 'sexual', 'predator', 'hide', 'sheep', 'cloth', 'know', 'come']"
16,thank you ellen for speaking out sharing your story and bring voice to many other women. as woman i can feel ur pain. metoo,"['thank', 'ellen', 'speak', 'sharing', 'story', 'bring', 'voice', 'many', 'woman', 'woman', 'feel', 'pain']"
17,"california rep. jackie speier launches metoo the democratic congresswoman calls capitol hill ""a breeding…  pic.","['california', 'rep', 'jackie', 'speier', 'launch', 'democratic', 'congresswoman', 'call', 'capitol', 'hill', 'breed', 'pic']"
18,metoo,[]
19,metoo,[]
20,my first boyfriend wanted me to give him a blowjob. he grabbed my head pushed me down and held my head there. i was 19. metoo,"['first', 'boyfriend', 'want', 'give', 'blowjob', 'grab', 'head', 'push', 'hold', 'head']"
21,my sister’s husband started playing a game by chasing me around the house. it always ended with his finger inside me. i was 15. metoo,"['sister', 'husband', 'start', 'play', 'game', 'chasing', 'house', 'always', 'end', 'finger', 'inside']"
22,my sister’s husband put his hand in my underwear because he thought my butt was sexy. i was 12. metoo,"['sister', 'husband', 'put', 'hand', 'underwear', 'think', 'butt', 'sexy']"
23,i was pushed up against a ladder and forcefully kissed while at work. i was 19. metoo,"['push', 'ladder', 'forcefully', 'kiss', 'work']"
24,metoo a0qž …,[]
25,the latest the miguel lizarraga daily!  … metoo,"['late', 'miguel', 'lizarraga', 'daily']"
26,metoo timely article…,"['timely', 'article']"
27,…,[]
28,metoo,[]
29,"metoo stop normalizing sexual harassment. stop saying ""well what do you expect in egypt?"" or ""men are men""...","['stop', 'normalize', 'sexual', 'harassment', 'stop', 'say', 'well', 'expect', 'egypt', 'man', 'man']"
30,metoo even  is wrong! my first time was at 12 years old and i will never forget the  it continues to today.,"['even', 'wrong', 'first', 'time', 'year', 'old', 'never', 'forget', 'continue', 'today']"
31,metoo  … confession shortly. i applaud all whove spoken out. im strong everywhere in my life except reporting this.,"['confession', 'shortly', 'applaud', 'who', 'have', 'speak', 'be', 'strong', 'everywhere', 'life', 'report']"
32,…,[]
33,now can we harness this energy to take down americas most notorious sexual assaulte ? metoo,"['harness', 'energy', 'take', 'america', 'notorious', 'sexual', 'assaulte']"
34,this weeks repugnant publicity stunt staged by and collaborators. meanwhile puerto rico virgin islands norca metoo …,"['week', 'repugnant', 'publicity', 'stunt', 'stag', 'collaborator', 'meanwhile', 'puerto', 'rico', 'virgin', 'island', 'norca']"
35,metoo and me 3 and me 5,[]
36,"before i aged out sexual assault was called ""hitting on me"" uncomfortable & relentless passes.taking advantage. metoo","['aged', 'sexual', 'assault', 'call', 'hit', 'uncomfortable', 'relentless', 'pass', 'take', 'advantage']"
37,"who accused of grabbing her ""boobies"" is a trump troll blocked years ago by blocklist. metoo …","['accuse', 'grab', 'booby', 'trump', 'troll', 'block', 'years_ago', 'blocklist']"
38,interesting that you or your reps didnt contact about it but instead decided to take advantage of metoo,"['interesting', 'rep', 'contact', 'instead', 'decide', 'take', 'advantage']"
39,metoo,[]
40,important analysis on metoo rape culture and donald trump --> …,"['important', 'analysis', 'rape', 'culture', 'donald_trump']"
41,. reached out to all 21 female senators re: metoo 4—all democrats—came forward to share experiences. …,"['reach', 'female', 'senator', 'democrat', 'come', 'forward', 'share', 'experience']"
42,…,[]
43,metoo ! …,[]
44,remember how travon martin wanted to be a pilot? well metoo dagnabbit and i think my bff at is going on seven years past retirementpic.,"['remember', 'travon', 'martin', 'want', 'pilot', 'well', 'dagnabbit', 'think', 'go', 'year', 'retirementpic']"
45,metoo …,[]
46,put this in metoo category! farg area cost me years of intentional malpractice wrong meds job hoarding auto theft!,"['put', 'category', 'farg', 'area', 'cost', 'year', 'intentional', 'malpractice', 'wrong', 'med', 'job', 'hoarding', 'auto', 'theft']"
47,a powerful poignant post about mens role in the metoo movement went viral. …,"['powerful', 'poignant', 'post', 'men', 'role', 'movement', 'go', 'viral']"
48,been thinking the same thing. metoo …,"['think', 'thing']"
49,to be clear using your perceived power over someone sexually unless consensual makes you a sexual predator. metoo metoo,"['clear', 'use', 'perceive', 'power', 'someone', 'sexually', 'consensual', 'make', 'sexual', 'predator']"
50,my degree has been used upon by societies plot to rise against humanity metoo is  universal  …,"['degree', 'use', 'society', 'plot', 'rise', 'humanity', 'universal']"
51,how many me been legally victimized by liars who abuse the trust of the american justice system. its wrong & needs attention metoo,"['many', 'legally', 'victimize', 'liar', 'abuse', 'trust', 'american', 'justice', 'system', 'wrong', 'need', 'attention']"
52,metoo can mean anything anyone wants. if you have been a victim of something that was traumatic. is a place for all to share bfair,"['mean', 'anything', 'anyone', 'want', 'victim', 'something', 'traumatic', 'place', 'share', 'bfair']"
53,until i met my mother dads parents raised me until they died a love that taught me the value of family & life  metoo,"['meet', 'mother', 'dad', 'parent', 'raise', 'die', 'love', 'teach', 'value', 'family', 'life']"
54,thank you for sharing such a profoundly personal story illuminating common themes of predators  metoo,"['thank', 'share', 'profoundly', 'personal', 'story', 'illuminate', 'common', 'theme', 'predator']"
55,metoo,[]
56,thank you metoo,['thank']
57,metoo,[]
58,100% but in light of wide movements - e.g. metoo    (merely tip of the iceberg) djts misogynistic cabinet - its more than appropriate for s issues to take centre stage & for to shut up to listen & to reflect on,"['light', 'wide', 'movement', 'merely', 'tip', 'iceberg', 'djt', 'misogynistic', 'cabinet', 'appropriate', 'issue', 'take', 'centre', 'stage', 'shut', 'listen', 'reflect']"
59,excellence in covering s* issues such as  metoo to * it should be just as muchs issues for that matter. …,"['excellence', 'cover', 'issue', 'much', 'issue', 'matter']"
60,news: hollywood holds metoo march against sexual harassment …,"['news', 'hollywood', 'hold', 'sexual', 'harassment']"
61,news: portia de rossi accuses steven seagal of sexual harassment  … metoo,"['news', 'portia', 'rossi', 'accuse', 'steven', 'seagal', 'sexual', 'harassment']"
62,news: metoo twitter flooded with personal stories of assault …,"['news', 'twitter', 'flood', 'personal', 'story', 'assault']"
63,metoo why do i still feel guilty after all these years for wanting to say out loud metoo,"['still', 'feel', 'guilty', 'year', 'want', 'say', 'loud']"
64,metoo,[]
65,…,[]
66,it is easy to see who russia wants to win. putin is out to destroy america.  be vigilante and join the women who are leading the charge metoo …,"['easy', 'see', 'russia', 'want', 'win', 'putin', 'destroy', 'america', 'join', 'woman', 'lead', 'charge']"
67,women unite. metoo shows how many of us have been our worst oppressors. speak up. tell us your story of sexual harassment. disempower male sexual aggression as a means to disempower women.,"['woman', 'unite', 'show', 'many', 'bad', 'oppressor', 'speak', 'tell', 'story', 'sexual', 'harassment', 'disempower', 'male', 'sexual', 'aggression', 'mean', 'disempower', 'woman']"
68,lets take metoo and translate it into a rallying cry for equality justice and sustainable economies. women we have great power. that is why men do so much to suppress and oppress us. …,"['let', 'take', 'translate', 'equality', 'justice', 'sustainable', 'economy', 'woman', 'great', 'power', 'man', 'much', 'suppress', 'oppress']"
69,"are you familiar with the beloved npr program ""car talk""? can we put together a podcast offering for a call in show where women can call in and report sexual assault and discuss on air what to do next? metoo","['familiar', 'beloved', 'npr', 'program', 'car', 'talk', 'put', 'together', 'podcast', 'offering', 'call', 'show', 'woman', 'call', 'report', 'sexual', 'assault', 'discuss', 'air', 'next']"
70,metoo …,[]
71,women who’ve been murdered by their abusers aren’t alive to tweet metoo …,"['woman', 'murder', 'abuser', 'alive', 'tweet']"
72,hopefully it will change now it’s about time metoo,"['hopefully', 'change', 'time']"
73,when women are not believed for their stories they are being disrespected and denigrated twice metoo,"['woman', 'believe', 'story', 'disrespect', 'denigrate', 'twice']"
74,the hotel then accused me of being a prostitute which made me feel almost more violated metoo,"['hotel', 'accuse', 'prostitute', 'make', 'feel', 'almost', 'violate']"
75,some years ago i was raped in my room by a hotel employee at the prestigious camino real hotel mexico city metoo,"['years_ago', 'rap', 'room', 'hotel', 'employee', 'prestigious', 'camino', 'real', 'hotel', 'mexico', 'city']"
76,13 000 children a year are married in the us. metoo …,"['child', 'year', 'marry']"
77,teach your children to respect women & girls. alot of us wont suffer  of it. metoo,"['teach', 'child', 'respect', 'woman', 'girl', 'alot', 'suffer']"
78,metoo,[]
79,“men respond to metoo with  ”  …,"['man', 'respond']"
80,perfectly said. metoo by a man and sadly a woman …,"['perfectly', 'say', 'man', 'sadly', 'woman']"
81,metoo,[]
82,even if you fall today tomorrows battle has yet to be fought. metoo,"['even', 'fall', 'today', 'tomorrow', 'battle', 'yet', 'fight']"
83,you are the fiercest warrior fighting a war where the odds are against you. metoo,"['warrior', 'fight', 'war', 'odd']"
84,i will tell you what i have to tell myself everyday: never apologize for the state of your mental health. metoo,"['tell', 'tell', 'everyday', 'never', 'apologize', 'state', 'mental', 'health']"
85,me too. i am not ashamed. i am a warrior fighting a silent battle everyday. metoo,"['ashamed', 'warrior', 'fight', 'silent', 'battle', 'everyday']"
86,metoo sexual harassment and violence are unacceptable!pic.,"['sexual', 'harassment', 'violence', 'unacceptable', 'pic']"
87,can’t really talk about it but glad society is talking about it finally metoo,"['really', 'talk', 'glad', 'society', 'talk', 'finally']"
88,im a little bit late to join the conversation but metoo,"['be', 'little', 'bit', 'late', 'join', 'conversation']"
89,metoo,[]
90,how metoo could move from social campaign to social change  …,"['could', 'move', 'social', 'campaign', 'social', 'change']"
91,wordcloud for metoo from 300 000 tweetspic.,"['wordcloud', 'tweetspic']"
92,metoo social media flooded with personal stories of assault  …,"['social_media', 'flood', 'personal', 'story', 'assault']"
93,the latest the unmesh brahme daily!  … thanks to metoo,"['late', 'unmesh', 'brahme', 'daily', 'thank']"
94,the latest the unmesh brahme daily!  … thanks to  metoo,"['late', 'unmesh', 'brahme', 'daily', 'thank']"
95,all i want to say about it is metoo quite a few.,"['want', 'say', 'quite']"
96,out here watching actual humans who made an active decision to support the man that raped me tweet all morally outraged about sexual violence now that thats en vogue. do i need to or yall gonna rein it in yourselves?   metoo,"['watch', 'actual', 'human', 'make', 'active', 'decision', 'support', 'man', 'rap', 'tweet', 'morally', 'outrage', 'sexual', 'violence', 'that', 's', 'vogue', 'need', 'go', 'rein']"
97,comforting thing about these sexual harassmen stories dropping is the thought of unnamed abusers waiting in in terror to see if their names are to be dropped next. maybe they can experience .0001% of the fear they caused those they abused!   metoo,"['comforting', 'thing', 'sexual', 'harassman', 'story', 'drop', 'think', 'unnamed', 'abuser', 'wait', 'terror', 'see', 'name', 'drop', 'next', 'maybe', 'experience', 'fear', 'cause', 'abuse']"
98,well this aged well.  metoo,"['well', 'aged', 'well']"
99,check out me in typical form (i.e. being angry about rape) on blog! …,"['check', 'typical', 'form', 'angry', 'rape', 'blog']"
100,no le creo al piropo le creo al respeto metoo,"['creo', 'piropo', 'creo', 'respeto']"
101,metoo,[]
102,metoo …,[]
103,from before i can remember -- up until he died when i was 12. again at 15. metoo,"['remember', 'die']"
104,metoo …,[]
105,metoo …,[]
106,silence in numbers among a powerful community can do a lot of damage metoo …,"['silence', 'number', 'powerful', 'community', 'lot', 'damage']"
107,metoo,[]
108,metoo,[]
109,metoo …,[]
110,metoo,[]
111,metoo,[]
112,actions have consequences. louis c.k. movie release halted following misconduct allegations  via metoo,"['action', 'consequenc', 'louis', 'movie', 'release', 'halt', 'follow', 'misconduct', 'allegation']"
113,we are not shouting into a void! a majority believe that speaking out about sexual harassment makes a difference metoo,"['shout', 'void', 'majority', 'believe', 'speak', 'sexual', 'harassment', 'make', 'difference']"
114,happy to be a part of this discussion.  metoo …,"['happy', 'part', 'discussion']"
115,challenge:join me 2support underserved women-help them fight  1 copy 4 u & 1 4friend who posted metoo,"['challenge', 'join', 'support', 'underserved', 'woman', 'help', 'fight', 'copy', 'friend', 'post']"
116,thank you for being a part of the metoo and  movement! the time is now! …,"['thank', 'part', 'movement', 'time']"
117,no need to wait for monday. another right wing conspiracy? women are getting brave   metoo …,"['need', 'wait', 'right', 'wing', 'conspiracy', 'woman', 'get', 'brave']"
118,look forward to giving my thoughts tomorrow live on w/  metoo …,"['look', 'forward', 'give', 'thought', 'tomorrow', 'live']"
119,when will it stop? i’m doing everything i can to make sure it does.    metoo …,"['stop', 'everything', 'make', 'sure']"
120,thx for a great  conversation & for sharing your own metoo stories. …,"['great', 'conversation', 'sharing', 'story']"
121,it was such an honor to have dedicate a song to movement that we are all part of. metoo    …,"['honor', 'dedicate', 'song', 'movement', 'part']"
122,metoo movement has just begun - spread word w/  all proceeds to  fund.,"['movement', 'begin', 'spread', 'word', 'proceed', 'fund']"
123,delighted to be going on today at 8:45am et! tune in for a great show  metoo,"['delight', 'go', 'today', 'et', 'tune', 'great', 'show']"
124,thx 2 4 amazing  party tonight. together we  &   metoo,"['amazing', 'party', 'tonight', 'together']"
125,can’t wait to discuss  with in la.  metoo  …,"['wait', 'discuss']"
126,we need men in this fight. was one of them and i am forever grateful.   metoo …,"['need', 'man', 'fight', 'forever', 'grateful']"
127,im fighting so she never has to say metoo,"['be', 'fight', 'never', 'say']"
128,it’s finally out!  is available now at your favorite bookstore. get it now so no girl will have to say metoo ever again.pic.,"['finally', 'available', 'favorite', 'bookstore', 'get', 'girl', 'say', 'ever', 'pic']"
129,so wonderful to launch my  today at with -thank u! metoo change is coming!pic.,"['wonderful', 'launch', 'today', 'thank', 'change', 'come', 'pic']"
130,thx for your compassion and support! we need men in this fight! metoo  …,"['compassion', 'support', 'need', 'man', 'fight']"
131,we can end this together! men and women! metoo  …,"['end', 'together', 'man', 'woman']"
132,looking forward to it! metoo   …,"['look', 'forward']"
133,thank you for this! we need men in the fight!  metoo  …,"['thank', 'need', 'man', 'fight']"
134,kicking off my  launch tour on tomorrow with 8amet thank u!  metoo,"['kick', 'launch', 'tour', 'tomorrow', 'amet', 'thank']"
135,thank u and look where we are now.  metoo   …,"['thank', 'look']"
136,only 1 day left! pre-order my new book + spread word by tagging posts w/  metoo thank you so much! …,"['day', 'leave', 'pre', 'order', 'new', 'book', 'spread', 'word', 'tag', 'post', 'thank', 'much']"
137,metoo  …,[]
138,metoo  …,[]
139,metoo  …,[]
140,thank u to the women who bravely came forward with  stories.   metoo …,"['thank', 'woman', 'bravely', 'come', 'forward', 'story']"
141,metoo  …,[]
142,metoo  …,[]
143,thank u for having me today! it’s a movement! metoo  …,"['thank', 'today', 'movement']"
144,one day from  launch! check out my bonus chapter about the real me. metoo  peek …,"['day', 'launch', 'check', 'bonus', 'chapter', 'real', 'peek']"
145,and this enlightened soul.  metoo  …,"['enlighten', 'soul']"
146,this is what we’re up against - people like this creep metoo …,"['people', 'creep']"
147,join the movement metoo  …,"['join', 'movement']"
148,imagine if everyone ever sexually harassed told their stories w/ metoo - revolution. let’s do it! me together!,"['imagine', 'everyone', 'ever', 'sexually_harass', 'tell', 'story', 'revolution', 'let', 'together']"
149,metoo  …,[]
150,how many of u have been sexually harassed? how many have seen harassment? how many have come forward?  metoo,"['many', 'sexually_harass', 'many', 'see', 'harassment', 'many', 'come_forward']"
151,thank you. my trust hasnt recovered. that was my third metoo . my last. big factor in leaving a career i enjoyed. we live in a very sick society. sickening how much we must harden ourselves to survive.,"['thank', 'trust', 'recover', 'third', 'last', 'big', 'factor', 'leave', 'career', 'enjoy', 'live', 'sick', 'society', 'sicken', 'much', 'must', 'harden', 'survive']"
152,yet they did nothing and he was allowed to become a law-ignoring judge. complicity in white male sexual privilege is why we have a pandemic of metoo . …,"['nothing', 'allow', 'become', 'law', 'ignore', 'judge', 'complicity', 'white', 'male', 'sexual', 'privilege', 'pandemic']"
153,its rampant children are often not believed and it has lifelong effects. my first metoo happened when i was 7 i wasnt believed and it set me up for future problems. this is an epidemic a hushed-up cancer that destroys our well-being as a society. …,"['rampant', 'child', 'often', 'believe', 'lifelong', 'effect', 'first', 'happen', 'believe', 'set', 'future', 'problem', 'epidemic', 'hush', 'cancer', 'destroy', 'well', 'society']"
154,metoo stop enabling violence against women.,"['stop', 'enable', 'violence', 'woman']"
155,james woods named by actress elizabeth perkins at metoo rally  … via,"['james_wood', 'name', 'actress', 'elizabeth_perkin', 'rally']"
156,french women rally against sexual abuse under metoo banner - abc news  …,"['french', 'woman', 'rally', 'sexual', 'abuse', 'banner', 'abc', 'news']"
157,"poster ""child"" for the boys clubs. metoo","['poster', 'child', 'boy', 'club']"
158,while you hide in hole and leave asia and americans to deal with your fallout. youve never paid a price for your actions. metoo,"['hide', 'hole', 'leave', 'asia', 'american', 'deal', 'fallout', 'have', 'never', 'pay', 'price', 'action']"
159,metoo  …,[]
160,when did a crime become civil action only predators need to go to jail . metoo,"['crime', 'become', 'civil', 'action', 'predator', 'need', 'go', 'jail']"
161,ehen a person speaks out its never to late metoo,"['ehen', 'person', 'speak', 'never', 'late']"
162,i worked for a company that didnt allow women to take their clients to dinner if alcohol was going to be served. and never alone. metoo,"['work', 'company', 'allow', 'woman', 'take', 'client', 'dinner', 'alcohol', 'go', 'serve', 'never', 'alone']"
163,sympathy and support to all the brave “me’s” in this hashtag. metoo,"['sympathy', 'support', 'brave', 'hashtag']"
164,metoo …,[]
165,far too many women using the metoo hashtag for us to ignore it. sexual assault and harassment must stop. men its on us.,"['far', 'many', 'woman', 'use', 'hashtag', 'ignore', 'sexual', 'assault', 'harassment', 'must', 'stop', 'man']"
166,me too. metoo …,[]
167,me too metoo,[]
168,didn’t know about this either. but we should. metoo  …,['know']
169,metoo …,[]
170,consent — in case you’re confused.  metoo,"['consent', 'case', 'confuse']"
171,men. puzzled why we think men are assholes? eg. at tl full of misogyny & racism & this is how he behaves to woman on twitter. metoo  …,"['man', 'puzzle', 'think', 'man', 'asshol', 'eg', 'tl', 'full', 'misogyny', 'racism', 'behave', 'woman']"
172,surprise surprise! metoo …,"['surprise', 'surprise']"
173,better late than never. appreciate the support guys. but this has been going on a long time. too long. metoo,"['better', 'late', 'never', 'appreciate', 'support', 'guy', 'go', 'long', 'time', 'long']"
174,metoo,[]
175,metoo,[]
176,metoo,[]
177,don’t feel guilty bc you were afraid or froze. guilt & blame lies with the man who thought he had a “right” to violate a human being. metoo …,"['feel', 'guilty', 'bc', 'afraid', 'freeze', 'guilt', 'blame', 'lie', 'man', 'think', 'right', 'violate', 'human']"
178,sexual harassmen isn’t abt sex it’s power control humiliation violation. acts of violence. of course we’re afraid. metoo …,"['sexual', 'harassman', 'abt', 'sex', 'power', 'control', 'humiliation', 'violation', 'act', 'violence', 'course', 'afraid']"
179,we freeze bc we’re afraid. we freeze bc we don’t know what to do. some of us freeze bc we fear that if we fight we’ll die. metoo …,"['freeze', 'bc', 'afraid', 'freeze', 'bc', 'know', 'freeze', 'bc', 'fear', 'fight', 'die']"
180,a man posted this a few days ago after the  stories. best i’ve seen. this man gets it. so listen to him too. metoo,"['man', 'post', 'day', 'ago', 'story', 'best', 'see', 'man', 'get', 'listen']"
181,we’re not shocked or surprised by the large number of women who’ve been sexually assaulted or raped. but we should be outraged. metoo,"['shock', 'surprised', 'large', 'number', 'woman', 'sexually', 'assault', 'rap', 'outraged']"
182,metoo,[]
183,metoo,[]
184,metoo …,[]
185,metoo,[]
186,treat your heart with due respect... for truly it carries the beat of the universe metoo …,"['treat', 'heart', 'due', 'respect', 'truly', 'carry', 'beat', 'universe']"
187,metoo …,[]
188,lesen sie feldart today - dienstag 31. okt 2017▸   …,"['lesen', 'sie', 'feldart', 'today', 'dienstag', 'okt']"
189,feldart today wurde gerade veröffentlicht!  …,"['feldart', 'today', 'wurde', 'gerade', 'veroffentlicht']"
190,sexuelle belästigung : fast jede zweite frau in deutschland betroffen | metoo  … via,"['sexuelle', 'belastigung', 'fast', 'jede', 'zweite', 'frau', 'deutschland', 'betroffen']"
191,metoo - männerrechts-verein sieht männer unter generalverdacht  …,"['mannerrecht', 'verein', 'sieht', 'manner', 'unter', 'generalverdacht']"
192,metoo …,[]
193,"metoo ""einmal habe ich mit meinen high heels zugetreten""  via","['einmal', 'habe', 'ich', 'mit', 'meinen', 'high', 'heel', 'zugetreten']"
194,feldart today wurde gerade veröffentlicht!  …  metoo,"['feldart', 'today', 'wurde', 'gerade', 'veroffentlicht']"
195,polizei in los angeles ermittelt gegen harvey weinstein | metoo  … via,"['polizei', 'los', 'angele', 'ermittelt', 'gegen', 'harvey_weinstein']"
196,walk of shame - harvey weinstein | metoo  … via,"['walk', 'shame', 'harvey_weinstein']"
197,metoo - man kann sich gar nicht genug empören,"['man', 'kann', 'sich', 'gar', 'nicht', 'genug', 'emporen']"
198,metoo late... but me mfking too.,"['late', 'mfking']"
199,""" metoo floods social media with stories of harassment and assault"" by anna codrea-rado via nyt","['floods_social', 'medium', 'story', 'harassment', 'assault', 'anna', 'codrea', 'rado', 'nyt']"
200,thank you for your courage & truth. all of these stories metoo help those without a voice know that whats happened to them is widespread and not their fault. we must end this culture of abuse & predatory sexual assault on youth.,"['thank', 'courage', 'truth', 'story', 'help', 'voice', 'know', 'what', 's', 'happen', 'widespread', 'fault', 'must', 'end', 'culture', 'abuse', 'predatory', 'sexual', 'assault', 'youth']"
201,for the times i felt overpowered defeated and shameful for being myself metoo …,"['time', 'feel', 'overpower', 'defeat', 'shameful']"
202,violenc assault/ harassment is despicable. it1st happened to me as a 15 yr old. now as i hear of the assaults my teen daughter’s friends are suffering i vow to use my voice to protect them. metoo,"['violenc', 'assault', 'harassment', 'despicable', 'st', 'happen', 'yr_old', 'hear', 'assault', 'teen', 'daughter', 'friend', 'suffer', 'vow', 'voice', 'protect']"
203,heroes are everywhere. show yourselves so another generation can find you. metoo …,"['hero', 'everywhere', 'show', 'generation', 'find']"
204,women and girls must never give up their voices. metoo,"['woman', 'girl', 'must', 'never', 'give', 'voice']"
205,sexual predators make sick excuses on why they choose to prey on children for sexual gratification. im so glad the light is shining brightly were you evil beast can no longer his. metoo,"['sexual', 'predator', 'make', 'sick', 'excuse', 'choose', 'prey', 'child', 'sexual', 'gratification', 'be', 'glad', 'light', 'shin', 'brightly', 'evil', 'beast', 'longer']"
206,i love the assumption from people here that she means bill clinton women get harassed by many men in lifetime thats the point of metoo,"['love', 'assumption', 'people', 'mean', 'bill', 'clinton', 'woman', 'get', 'harass', 'many', 'man', 'lifetime', 'that', 's', 'point']"
207,the metoo is heart breaking!! it’s everywhere. all of my female friends. my heart goes out to all of my female...,"['heart', 'break', 'everywhere', 'female', 'friend', 'heart', 'go', 'female']"
208,"6 times. six. times. a man has randomly pulled out his d*ck in front of me w/ zero warning. idk why this is a thing. i generally avoid situations where ""what the fuck?!! is the reaction to my genitals.  metoo","['time', 'time', 'man', 'randomly', 'pull', 'ck', 'front', 'warning', 'idk', 'thing', 'generally', 'avoid', 'situation', 'fuck', 'reaction', 'genital']"
209,"metoo ""might give people a sense of..."" women already know. we live it every day while men do it ignore it and support it so","['might_give', 'people', 'sense', 'woman', 'already', 'know', 'live', 'day', 'man', 'ignore', 'support']"
210,metoo,[]
211,metoo,[]
212,metoo,[]
213,metoo …,[]
214,metoo if all women who’ve been sexually harassed or assaulted wrote me too we might give people a sense of the magnitude of the problem.,"['woman', 'sexually_harass', 'assault', 'write', 'might_give', 'people', 'sense', 'magnitude', 'problem']"
215,i would have to say metoo a few times. thank you to all the brave women around the world. you are not alone ! metoo,"['would', 'say', 'time', 'thank', 'brave', 'woman', 'world', 'alone']"
216,"metoo i wish i could say i was nt a victim..""i was a victim"" i ask that ""metoo spreads wide and far women are tired of survivin","['wish', 'could', 'say', 'nt', 'victim', 'victim', 'ask', 'spread', 'wide', 'far', 'woman', 'tired', 'survivin']"
217,metoo …,[]
218,bravo gretchen for standing up against this! metoo ps-anoka tornados,"['bravo', 'gretchen', 'standing', 'ps', 'anoka', 'tornado']"
219,u.s. senators share their metoo sex harassment stories …,"['senator', 'share', 'sex', 'harassment', 'story']"
220,or any woman....  metoo,['woman']
221,dear want to really change the rules? how about keeping metoo trending,"['dear', 'want', 'really', 'change', 'rule', 'keep', 'trend']"
222,mine was i’m on my period..... metoo,"['mine', 'period']"
223,metoo,[]
224,that would be a metoo for sure! i have not the slightest problem with that; presume it happens. i think its just not what many are saying.,"['would', 'sure', 'slight', 'problem', 'presume', 'happen', 'think', 'many', 'say']"
225,me either. my story about drunk friend? i dont place that in metoo category. i think some are saying reverse situation proves both ways.,"['story', 'drunk', 'friend', 'place', 'category', 'think', 'say', 'reverse', 'situation', 'prove', 'way']"
226,"but i also get the point of ""metoo because it seems like this isnt really believed & we are exaggerating about the times it has happened.","['also', 'get', 'point', 'seem', 'really', 'believe', 'exaggerating', 'time', 'happen']"
227,so many strong women here. so proud to see the empowerment metoo,"['many', 'strong', 'woman', 'proud', 'see', 'empowerment']"
228,from unwanted contact to shouting and following me . telling them seems to mean nothing but no is no . have some respect metoo,"['unwanted', 'contact', 'shout', 'follow', 'tell', 'seem', 'mean', 'nothing', 'respect']"
229,metoo thank you   one of three hundred. …,['thank']
230,metoo it is called being a predator. it is called violence. it is called manipulation and grooming and exploitation and coercion and intimidation. call it what it is. …,"['call', 'predator', 'call', 'violence', 'call', 'manipulation', 'grooming', 'exploitation', 'coercion', 'intimidation', 'call']"
231,metoo we need to change some laws. …,"['need', 'change', 'law']"
232,metoo …,[]
233,metoo …,[]
234,metoo …,[]
235,metoo funny but tooooooo true.  …,"['funny', 'tooooooo', 'true']"
236,what process do you have for people to report sexual abuse by your members? do you educate your members to not sexually abuse? metoo …,"['process', 'people', 'report', 'sexual', 'abuse', 'member', 'educate', 'member', 'sexually', 'abuse']"
237,directors guild - what are you going to do to help stop this systemic film biz sexual abus ???? metoo,"['director', 'guild', 'go', 'help', 'stop', 'systemic', 'film', 'biz', 'sexual', 'abus']"
238,metoo well the police are hearing a lot of reports these days.  …,"['well', 'police', 'hearing', 'lot', 'report', 'day']"
239,metoo the free press has been great now some justice please …,"['free', 'press', 'great', 'justice']"
240,metoo msa mass sexual abuser   …,"['msa', 'mass', 'sexual', 'abuser']"
241,metoo …,[]
242,metoo …,[]
